day,issue_hour,scenario,historical_day
205,6,6,196
205,6,7,195
205,6,8,194
205,6,9,191
205,12,0,204
205,12,1,203
205,12,2,202
205,12,3,201
205,12,4,198
205,12,5,197
205,12,6,196
205,12,7,195
205,12,8,194
205,12,9,191
205,18,0,204
205,18,1,203
205,18,2,202
205,18,3,201
205,18,4,198
205,18,5,197
205,18,6,196
205,18,7,195
205,18,8,194
205,18,9,191
206,0,0,200
206,0,1,199
206,0,2,193
206,0,3,192
206,0,4,186
206,0,5,185
206,0,6,179
206,0,7,178
206,0,8,172
206,0,9,171
206,6,0,200
206,6,1,199
206,6,2,193
206,6,3,192
206,6,4,186
206,6,5,185
206,6,6,179
206,6,7,178
206,6,8,172
206,6,9,171
206,12,0,200
206,12,1,199
206,12,2,193
206,12,3,192
206,12,4,186
206,12,5,185
206,12,6,179
206,12,7,178
206,12,8,172
206,12,9,171
206,18,0,200
206,18,1,199
206,18,2,193
206,18,3,192
206,18,4,186
206,18,5,185
206,18,6,179
206,18,7,178
206,18,8,172
206,18,9,171
207,0,0,206
207,0,1,200
207,0,2,199
207,0,3,193
207,0,4,192
207,0,5,186
207,0,6,185
207,0,7,179
207,0,8,178
207,0,9,172
207,6,0,206
207,6,1,200
207,6,2,199
207,6,3,193
207,6,4,192
207,6,5,186
207,6,6,185
207,6,7,179
207,6,8,178
207,6,9,172
207,12,0,206
207,12,1,200
207,12,2,199
207,12,3,193
207,12,4,192
207,12,5,186
207,12,6,185
207,12,7,179
207,12,8,178
207,12,9,172
207,18,0,206
207,18,1,200
207,18,2,199
207,18,3,193
207,18,4,192
207,18,5,186
207,18,6,185
207,18,7,179
207,18,8,178
207,18,9,172
208,0,0,205
208,0,1,204
208,0,2,203
208,0,3,202
208,0,4,201
208,0,5,198
208,0,6,197
208,0,7,196
208,0,8,195
208,0,9,194
208,6,0,205
208,6,1,204
208,6,2,203
208,6,3,202
208,6,4,201
208,6,5,198
208,6,6,197
208,6,7,196
208,6,8,195
208,6,9,194
208,12,0,205
208,12,1,204
208,12,2,203
208,12,3,202
208,12,4,201
208,12,5,198
208,12,6,197
208,12,7,196
208,12,8,195
208,12,9,194
208,18,0,205
208,18,1,204
208,18,2,203
208,18,3,202
208,18,4,201
208,18,5,198
208,18,6,197
208,18,7,196
208,18,8,195
208,18,9,194
209,0,0,208
209,0,1,205
209,0,2,204
209,0,3,203
209,0,4,202
209,0,5,201
209,0,6,198
209,0,7,197
209,0,8,196
209,0,9,195
209,6,0,208
209,6,1,205
209,6,2,204
209,6,3,203
209,6,4,202
209,6,5,201
209,6,6,198
209,6,7,197
209,6,8,196
209,6,9,195
209,12,0,208
209,12,1,205
209,12,2,204
209,12,3,203
209,12,4,202
209,12,5,201
209,12,6,198
209,12,7,197
209,12,8,196
209,12,9,195
209,18,0,208
209,18,1,205
209,18,2,204
209,18,3,203
209,18,4,202
209,18,5,201
209,18,6,198
209,18,7,197
209,18,8,196
209,18,9,195
210,0,0,209
210,0,1,208
210,0,2,205
210,0,3,204
210,0,4,203
210,0,5,202
210,0,6,201
210,0,7,198
210,0,8,197
210,0,9,196
210,6,0,209
210,6,1,208
210,6,2,205
210,6,3,204
210,6,4,203
210,6,5,202
210,6,6,201
210,6,7,198
210,6,8,197
210,6,9,196
210,12,0,209
210,12,1,208
210,12,2,205
210,12,3,204
210,12,4,203
210,12,5,202
210,12,6,201
210,12,7,198
210,12,8,197
210,12,9,196
210,18,0,209
210,18,1,208
210,18,2,205
210,18,3,204
210,18,4,203
210,18,5,202
210,18,6,201
210,18,7,198
210,18,8,197
210,18,9,196
211,0,0,210
211,0,1,209
211,0,2,208
211,0,3,205
211,0,4,204
211,0,5,203
211,0,6,202
211,0,7,201
211,0,8,198
211,0,9,197
211,6,0,210
211,6,1,209
211,6,2,208
211,6,3,205
211,6,4,204
211,6,5,203
211,6,6,202
211,6,7,201
211,6,8,198
211,6,9,197
211,12,0,210
211,12,1,209
211,12,2,208
211,12,3,205
211,12,4,204
211,12,5,203
211,12,6,202
211,12,7,201
211,12,8,198
211,12,9,197
211,18,0,210
211,18,1,209
211,18,2,208
211,18,3,205
211,18,4,204
211,18,5,203
211,18,6,202
211,18,7,201
211,18,8,198
211,18,9,197
212,0,0,211
212,0,1,210
212,0,2,209
212,0,3,208
212,0,4,205
212,0,5,204
212,0,6,203
212,0,7,202
212,0,8,201
212,0,9,198
212,6,0,211
212,6,1,210
212,6,2,209
212,6,3,208
212,6,4,205
212,6,5,204
212,6,6,203
212,6,7,202
212,6,8,201
212,6,9,198
212,12,0,211
212,12,1,210
212,12,2,209
212,12,3,208
212,12,4,205
212,12,5,204
212,12,6,203
212,12,7,202
212,12,8,201
212,12,9,198
212,18,0,211
212,18,1,210
212,18,2,209
212,18,3,208
212,18,4,205
212,18,5,204
212,18,6,203
212,18,7,202
212,18,8,201
212,18,9,198
213,0,0,207
213,0,1,206
213,0,2,200
213,0,3,199
213,0,4,193
213,0,5,192
213,0,6,186
213,0,7,185
213,0,8,179
213,0,9,178
213,6,0,207
213,6,1,206
213,6,2,200
213,6,3,199
213,6,4,193
213,6,5,192
213,6,6,186
213,6,7,185
213,6,8,179
213,6,9,178
213,12,0,207
213,12,1,206
213,12,2,200
213,12,3,199
213,12,4,193
213,12,5,192
213,12,6,186
213,12,7,185
213,12,8,179
213,12,9,178
213,18,0,207
213,18,1,206
213,18,2,200
213,18,3,199
213,18,4,193
213,18,5,192
213,18,6,186
213,18,7,185
213,18,8,179
213,18,9,178
214,0,0,213
214,0,1,207
214,0,2,206
214,0,3,200
214,0,4,199
214,0,5,193
214,0,6,192
214,0,7,186
214,0,8,185
214,0,9,179
214,6,0,213
214,6,1,207
214,6,2,206
214,6,3,200
214,6,4,199
214,6,5,193
214,6,6,192
214,6,7,186
214,6,8,185
214,6,9,179
214,12,0,213
214,12,1,207
214,12,2,206
214,12,3,200
214,12,4,199
214,12,5,193
214,12,6,192
214,12,7,186
214,12,8,185
214,12,9,179
214,18,0,213
214,18,1,207
214,18,2,206
214,18,3,200
214,18,4,199
214,18,5,193
214,18,6,192
214,18,7,186
214,18,8,185
214,18,9,179
215,0,0,212
215,0,1,211
215,0,2,210
215,0,3,209
215,0,4,208
215,0,5,205
215,0,6,204
215,0,7,203
215,0,8,202
215,0,9,201
215,6,0,212
215,6,1,211
215,6,2,210
215,6,3,209
215,6,4,208
215,6,5,205
215,6,6,204
215,6,7,203
215,6,8,202
215,6,9,201
215,12,0,212
215,12,1,211
215,12,2,210
215,12,3,209
215,12,4,208
215,12,5,205
215,12,6,204
215,12,7,203
215,12,8,202
215,12,9,201
215,18,0,212
215,18,1,211
215,18,2,210
215,18,3,209
215,18,4,208
215,18,5,205
215,18,6,204
215,18,7,203
215,18,8,202
215,18,9,201
216,0,0,215
216,0,1,212
216,0,2,211
216,0,3,210
216,0,4,209
216,0,5,208
216,0,6,205
216,0,7,204
216,0,8,203
216,0,9,202
216,6,0,215
216,6,1,212
216,6,2,211
216,6,3,210
216,6,4,209
216,6,5,208
216,6,6,205
216,6,7,204
216,6,8,203
216,6,9,202
216,12,0,215
216,12,1,212
216,12,2,211
216,12,3,210
216,12,4,209
216,12,5,208
216,12,6,205
216,12,7,204
216,12,8,203
216,12,9,202
216,18,0,215
216,18,1,212
216,18,2,211
216,18,3,210
216,18,4,209
216,18,5,208
216,18,6,205
216,18,7,204
216,18,8,203
216,18,9,202
217,0,0,216
217,0,1,215
217,0,2,212
217,0,3,211
217,0,4,210
217,0,5,209
217,0,6,208
217,0,7,205
217,0,8,204
217,0,9,203
217,6,0,216
217,6,1,215
217,6,2,212
217,6,3,211
217,6,4,210
217,6,5,209
217,6,6,208
217,6,7,205
217,6,8,204
217,6,9,203
217,12,0,216
217,12,1,215
217,12,2,212
217,12,3,211
217,12,4,210
217,12,5,209
217,12,6,208
217,12,7,205
217,12,8,204
217,12,9,203
217,18,0,216
217,18,1,215
217,18,2,212
217,18,3,211
217,18,4,210
217,18,5,209
217,18,6,208
217,18,7,205
217,18,8,204
217,18,9,203
218,0,0,217
218,0,1,216
218,0,2,215
218,0,3,212
218,0,4,211
218,0,5,210
218,0,6,209
218,0,7,208
218,0,8,205
218,0,9,204
218,6,0,217
218,6,1,216
218,6,2,215
218,6,3,212
218,6,4,211
218,6,5,210
218,6,6,209
218,6,7,208
218,6,8,205
218,6,9,204
218,12,0,217
218,12,1,216
218,12,2,215
218,12,3,212
218,12,4,211
218,12,5,210
218,12,6,209
218,12,7,208
218,12,8,205
218,12,9,204
218,18,0,217
218,18,1,216
218,18,2,215
218,18,3,212
218,18,4,211
218,18,5,210
218,18,6,209
218,18,7,208
218,18,8,205
218,18,9,204
219,0,0,218
219,0,1,217
219,0,2,216
219,0,3,215
219,0,4,212
219,0,5,211
219,0,6,210
219,0,7,209
219,0,8,208
219,0,9,205
219,6,0,218
219,6,1,217
219,6,2,216
219,6,3,215
219,6,4,212
219,6,5,211
219,6,6,210
219,6,7,209
219,6,8,208
219,6,9,205
219,12,0,218
219,12,1,217
219,12,2,216
219,12,3,215
219,12,4,212
219,12,5,211
219,12,6,210
219,12,7,209
219,12,8,208
219,12,9,205
219,18,0,218
219,18,1,217
219,18,2,216
219,18,3,215
219,18,4,212
219,18,5,211
219,18,6,210
219,18,7,209
219,18,8,208
219,18,9,205
220,0,0,214
220,0,1,213
220,0,2,207
220,0,3,206
220,0,4,200
220,0,5,199
220,0,6,193
220,0,7,192
220,0,8,186
220,0,9,185
220,6,0,214
220,6,1,213
220,6,2,207
220,6,3,206
220,6,4,200
220,6,5,199
220,6,6,193
220,6,7,192
220,6,8,186
220,6,9,185
220,12,0,214
220,12,1,213
220,12,2,207
220,12,3,206
220,12,4,200
220,12,5,199
220,12,6,193
220,12,7,192
220,12,8,186
220,12,9,185
220,18,0,214
220,18,1,213
220,18,2,207
220,18,3,206
220,18,4,200
220,18,5,199
220,18,6,193
220,18,7,192
220,18,8,186
220,18,9,185
221,0,0,220
221,0,1,214
221,0,2,213
221,0,3,207
221,0,4,206
221,0,5,200
221,0,6,199
221,0,7,193
221,0,8,192
221,0,9,186
221,6,0,220
221,6,1,214
221,6,2,213
221,6,3,207
221,6,4,206
221,6,5,200
221,6,6,199
221,6,7,193
221,6,8,192
221,6,9,186
221,12,0,220
221,12,1,214
221,12,2,213
221,12,3,207
221,12,4,206
221,12,5,200
221,12,6,199
221,12,7,193
221,12,8,192
221,12,9,186
221,18,0,220
221,18,1,214
221,18,2,213
221,18,3,207
221,18,4,206
221,18,5,200
221,18,6,199
221,18,7,193
221,18,8,192
221,18,9,186
222,0,0,219
222,0,1,218
222,0,2,217
222,0,3,216
222,0,4,215
222,0,5,212
222,0,6,211
222,0,7,210
222,0,8,209
222,0,9,208
222,6,0,219
222,6,1,218
222,6,2,217
222,6,3,216
222,6,4,215
222,6,5,212
222,6,6,211
222,6,7,210
222,6,8,209
222,6,9,208
222,12,0,219
222,12,1,218
222,12,2,217
222,12,3,216
222,12,4,215
222,12,5,212
222,12,6,211
222,12,7,210
222,12,8,209
222,12,9,208
222,18,0,219
222,18,1,218
222,18,2,217
222,18,3,216
222,18,4,215
222,18,5,212
222,18,6,211
222,18,7,210
222,18,8,209
222,18,9,208
223,0,0,222
223,0,1,219
223,0,2,218
223,0,3,217
223,0,4,216
223,0,5,215
223,0,6,212
223,0,7,211
223,0,8,210
223,0,9,209
223,6,0,222
223,6,1,219
223,6,2,218
223,6,3,217
223,6,4,216
223,6,5,215
223,6,6,212
223,6,7,211
223,6,8,210
223,6,9,209
223,12,0,222
223,12,1,219
223,12,2,218
223,12,3,217
223,12,4,216
223,12,5,215
223,12,6,212
223,12,7,211
223,12,8,210
223,12,9,209
223,18,0,222
223,18,1,219
223,18,2,218
223,18,3,217
223,18,4,216
223,18,5,215
223,18,6,212
223,18,7,211
223,18,8,210
223,18,9,209
224,0,0,223
224,0,1,222
224,0,2,219
224,0,3,218
224,0,4,217
224,0,5,216
224,0,6,215
224,0,7,212
224,0,8,211
224,0,9,210
224,6,0,223
224,6,1,222
224,6,2,219
224,6,3,218
224,6,4,217
224,6,5,216
224,6,6,215
224,6,7,212
224,6,8,211
224,6,9,210
224,12,0,223
224,12,1,222
224,12,2,219
224,12,3,218
224,12,4,217
224,12,5,216
224,12,6,215
224,12,7,212
224,12,8,211
224,12,9,210
224,18,0,223
224,18,1,222
224,18,2,219
224,18,3,218
224,18,4,217
224,18,5,216
224,18,6,215
224,18,7,212
224,18,8,211
224,18,9,210
225,0,0,224
225,0,1,223
225,0,2,222
225,0,3,219
225,0,4,218
225,0,5,217
225,0,6,216
225,0,7,215
225,0,8,212
225,0,9,211
225,6,0,224
225,6,1,223
225,6,2,222
225,6,3,219
225,6,4,218
225,6,5,217
225,6,6,216
225,6,7,215
225,6,8,212
225,6,9,211
225,12,0,224
225,12,1,223
225,12,2,222
225,12,3,219
225,12,4,218
225,12,5,217
225,12,6,216
225,12,7,215
225,12,8,212
225,12,9,211
225,18,0,224
225,18,1,223
225,18,2,222
225,18,3,219
225,18,4,218
225,18,5,217
225,18,6,216
225,18,7,215
225,18,8,212
225,18,9,211
226,0,0,225
226,0,1,224
226,0,2,223
226,0,3,222
226,0,4,219
226,0,5,218
226,0,6,217
226,0,7,216
226,0,8,215
226,0,9,212
226,6,0,225
226,6,1,224
226,6,2,223
226,6,3,222
226,6,4,219
226,6,5,218
226,6,6,217
226,6,7,216
226,6,8,215
226,6,9,212
226,12,0,225
226,12,1,224
226,12,2,223
226,12,3,222
226,12,4,219
226,12,5,218
226,12,6,217
226,12,7,216
226,12,8,215
226,12,9,212
226,18,0,225
226,18,1,224
226,18,2,223
226,18,3,222
226,18,4,219
226,18,5,218
226,18,6,217
226,18,7,216
226,18,8,215
226,18,9,212
227,0,0,221
227,0,1,220
227,0,2,214
227,0,3,213
227,0,4,207
227,0,5,206
227,0,6,200
227,0,7,199
227,0,8,193
227,0,9,192
227,6,0,221
227,6,1,220
227,6,2,214
227,6,3,213
227,6,4,207
227,6,5,206
227,6,6,200
227,6,7,199
227,6,8,193
227,6,9,192
227,12,0,221
227,12,1,220
227,12,2,214
227,12,3,213
227,12,4,207
227,12,5,206
227,12,6,200
227,12,7,199
227,12,8,193
227,12,9,192
227,18,0,221
227,18,1,220
227,18,2,214
227,18,3,213
227,18,4,207
227,18,5,206
227,18,6,200
227,18,7,199
227,18,8,193
227,18,9,192
228,0,0,227
228,0,1,221
228,0,2,220
228,0,3,214
228,0,4,213
228,0,5,207
228,0,6,206
228,0,7,200
228,0,8,199
228,0,9,193
228,6,0,227
228,6,1,221
228,6,2,220
228,6,3,214
228,6,4,213
228,6,5,207
228,6,6,206
228,6,7,200
228,6,8,199
228,6,9,193
228,12,0,227
228,12,1,221
228,12,2,220
228,12,3,214
228,12,4,213
228,12,5,207
228,12,6,206
228,12,7,200
228,12,8,199
228,12,9,193
228,18,0,227
228,18,1,221
228,18,2,220
228,18,3,214
228,18,4,213
228,18,5,207
228,18,6,206
228,18,7,200
228,18,8,199
228,18,9,193
229,0,0,226
229,0,1,225
229,0,2,224
229,0,3,223
229,0,4,222
229,0,5,219
229,0,6,218
229,0,7,217
229,0,8,216
229,0,9,215
229,6,0,226
229,6,1,225
229,6,2,224
229,6,3,223
229,6,4,222
229,6,5,219
229,6,6,218
229,6,7,217
229,6,8,216
229,6,9,215
229,12,0,226
229,12,1,225
229,12,2,224
229,12,3,223
229,12,4,222
229,12,5,219
229,12,6,218
229,12,7,217
229,12,8,216
229,12,9,215
229,18,0,226
229,18,1,225
229,18,2,224
229,18,3,223
229,18,4,222
229,18,5,219
229,18,6,218
229,18,7,217
229,18,8,216
229,18,9,215
230,0,0,229
230,0,1,226
230,0,2,225
230,0,3,224
230,0,4,223
230,0,5,222
230,0,6,219
230,0,7,218
230,0,8,217
230,0,9,216
230,6,0,229
230,6,1,226
230,6,2,225
230,6,3,224
230,6,4,223
230,6,5,222
230,6,6,219
230,6,7,218
230,6,8,217
230,6,9,216
230,12,0,229
230,12,1,226
230,12,2,225
230,12,3,224
230,12,4,223
230,12,5,222
230,12,6,219
230,12,7,218
230,12,8,217
230,12,9,216
230,18,0,229
230,18,1,226
230,18,2,225
230,18,3,224
230,18,4,223
230,18,5,222
230,18,6,219
230,18,7,218
230,18,8,217
230,18,9,216
231,0,0,230
231,0,1,229
231,0,2,226
231,0,3,225
231,0,4,224
231,0,5,223
231,0,6,222
231,0,7,219
231,0,8,218
231,0,9,217
231,6,0,230
231,6,1,229
231,6,2,226
231,6,3,225
231,6,4,224
231,6,5,223
231,6,6,222
231,6,7,219
231,6,8,218
231,6,9,217
231,12,0,230
231,12,1,229
231,12,2,226
231,12,3,225
231,12,4,224
231,12,5,223
231,12,6,222
231,12,7,219
231,12,8,218
231,12,9,217
231,18,0,230
231,18,1,229
231,18,2,226
231,18,3,225
231,18,4,224
231,18,5,223
231,18,6,222
231,18,7,219
231,18,8,218
231,18,9,217
232,0,0,231
232,0,1,230
232,0,2,229
232,0,3,226
232,0,4,225
232,0,5,224
232,0,6,223
232,0,7,222
232,0,8,219
232,0,9,218
232,6,0,231
232,6,1,230
232,6,2,229
232,6,3,226
232,6,4,225
232,6,5,224
232,6,6,223
232,6,7,222
232,6,8,219
232,6,9,218
232,12,0,231
232,12,1,230
232,12,2,229
232,12,3,226
232,12,4,225
232,12,5,224
232,12,6,223
232,12,7,222
232,12,8,219
232,12,9,218
232,18,0,231
232,18,1,230
232,18,2,229
232,18,3,226
232,18,4,225
232,18,5,224
232,18,6,223
232,18,7,222
232,18,8,219
232,18,9,218
233,0,0,232
233,0,1,231
233,0,2,230
233,0,3,229
233,0,4,226
233,0,5,225
233,0,6,224
233,0,7,223
233,0,8,222
233,0,9,219
233,6,0,232
233,6,1,231
233,6,2,230
233,6,3,229
233,6,4,226
233,6,5,225
233,6,6,224
233,6,7,223
233,6,8,222
233,6,9,219
233,12,0,232
233,12,1,231
233,12,2,230
233,12,3,229
233,12,4,226
233,12,5,225
233,12,6,224
233,12,7,223
233,12,8,222
233,12,9,219
233,18,0,232
233,18,1,231
233,18,2,230
233,18,3,229
233,18,4,226
233,18,5,225
233,18,6,224
233,18,7,223
233,18,8,222
233,18,9,219
234,0,0,228
234,0,1,227
234,0,2,221
234,0,3,220
234,0,4,214
234,0,5,213
234,0,6,207
234,0,7,206
234,0,8,200
234,0,9,199
234,6,0,228
234,6,1,227
234,6,2,221
234,6,3,220
234,6,4,214
234,6,5,213
234,6,6,207
234,6,7,206
234,6,8,200
234,6,9,199
234,12,0,228
234,12,1,227
234,12,2,221
234,12,3,220
234,12,4,214
234,12,5,213
234,12,6,207
234,12,7,206
234,12,8,200
234,12,9,199
234,18,0,228
234,18,1,227
234,18,2,221
234,18,3,220
234,18,4,214
234,18,5,213
234,18,6,207
234,18,7,206
234,18,8,200
234,18,9,199
235,0,0,234
235,0,1,228
235,0,2,227
235,0,3,221
235,0,4,220
235,0,5,214
235,0,6,213
235,0,7,207
235,0,8,206
235,0,9,200
235,6,0,234
235,6,1,228
235,6,2,227
235,6,3,221
235,6,4,220
235,6,5,214
235,6,6,213
235,6,7,207
235,6,8,206
235,6,9,200
235,12,0,234
235,12,1,228
235,12,2,227
235,12,3,221
235,12,4,220
235,12,5,214
235,12,6,213
235,12,7,207
235,12,8,206
235,12,9,200
235,18,0,234
235,18,1,228
235,18,2,227
235,18,3,221
235,18,4,220
235,18,5,214
235,18,6,213
235,18,7,207
235,18,8,206
235,18,9,200
236,0,0,233
236,0,1,232
236,0,2,231
236,0,3,230
236,0,4,229
236,0,5,226
236,0,6,225
236,0,7,224
236,0,8,223
236,0,9,222
236,6,0,233
236,6,1,232
236,6,2,231
236,6,3,230
236,6,4,229
236,6,5,226
236,6,6,225
236,6,7,224
236,6,8,223
236,6,9,222
236,12,0,233
236,12,1,232
236,12,2,231
236,12,3,230
236,12,4,229
236,12,5,226
236,12,6,225
236,12,7,224
236,12,8,223
236,12,9,222
236,18,0,233
236,18,1,232
236,18,2,231
236,18,3,230
236,18,4,229
236,18,5,226
236,18,6,225
236,18,7,224
236,18,8,223
236,18,9,222
237,0,0,236
237,0,1,233
237,0,2,232
237,0,3,231
237,0,4,230
237,0,5,229
237,0,6,226
237,0,7,225
237,0,8,224
237,0,9,223
237,6,0,236
237,6,1,233
237,6,2,232
237,6,3,231
237,6,4,230
237,6,5,229
237,6,6,226
237,6,7,225
237,6,8,224
237,6,9,223
237,12,0,236
237,12,1,233
237,12,2,232
237,12,3,231
237,12,4,230
237,12,5,229
237,12,6,226
237,12,7,225
237,12,8,224
237,12,9,223
237,18,0,236
237,18,1,233
237,18,2,232
237,18,3,231
237,18,4,230
237,18,5,229
237,18,6,226
237,18,7,225
237,18,8,224
237,18,9,223
238,0,0,237
238,0,1,236
238,0,2,233
238,0,3,232
238,0,4,231
238,0,5,230
238,0,6,229
238,0,7,226
238,0,8,225
238,0,9,224
238,6,0,237
238,6,1,236
238,6,2,233
238,6,3,232
238,6,4,231
238,6,5,230
238,6,6,229
238,6,7,226
238,6,8,225
238,6,9,224
238,12,0,237
238,12,1,236
238,12,2,233
238,12,3,232
238,12,4,231
238,12,5,230
238,12,6,229
238,12,7,226
238,12,8,225
238,12,9,224
238,18,0,237
238,18,1,236
238,18,2,233
238,18,3,232
238,18,4,231
238,18,5,230
238,18,6,229
238,18,7,226
238,18,8,225
238,18,9,224
239,0,0,238
239,0,1,237
239,0,2,236
239,0,3,233
239,0,4,232
239,0,5,231
239,0,6,230
239,0,7,229
239,0,8,226
239,0,9,225
239,6,0,238
239,6,1,237
239,6,2,236
239,6,3,233
239,6,4,232
239,6,5,231
239,6,6,230
239,6,7,229
239,6,8,226
239,6,9,225
239,12,0,238
239,12,1,237
239,12,2,236
239,12,3,233
239,12,4,232
239,12,5,231
239,12,6,230
239,12,7,229
239,12,8,226
239,12,9,225
239,18,0,238
239,18,1,237
239,18,2,236
239,18,3,233
239,18,4,232
239,18,5,231
239,18,6,230
239,18,7,229
239,18,8,226
239,18,9,225
240,0,0,239
240,0,1,238
240,0,2,237
240,0,3,236
240,0,4,233
240,0,5,232
240,0,6,231
240,0,7,230
240,0,8,229
240,0,9,226
240,6,0,239
240,6,1,238
240,6,2,237
240,6,3,236
240,6,4,233
240,6,5,232
240,6,6,231
240,6,7,230
240,6,8,229
240,6,9,226
240,12,0,239
240,12,1,238
240,12,2,237
240,12,3,236
240,12,4,233
240,12,5,232
240,12,6,231
240,12,7,230
240,12,8,229
240,12,9,226
240,18,0,239
240,18,1,238
240,18,2,237
240,18,3,236
240,18,4,233
240,18,5,232
240,18,6,231
240,18,7,230
240,18,8,229
240,18,9,226
241,0,0,235
241,0,1,234
241,0,2,228
241,0,3,227
241,0,4,221
241,0,5,220
241,0,6,214
241,0,7,213
241,0,8,207
241,0,9,206
241,6,0,235
241,6,1,234
241,6,2,228
241,6,3,227
241,6,4,221
241,6,5,220
241,6,6,214
241,6,7,213
241,6,8,207
241,6,9,206
241,12,0,235
241,12,1,234
241,12,2,228
241,12,3,227
241,12,4,221
241,12,5,220
241,12,6,214
241,12,7,213
241,12,8,207
241,12,9,206
241,18,0,235
241,18,1,234
241,18,2,228
241,18,3,227
241,18,4,221
241,18,5,220
241,18,6,214
241,18,7,213
241,18,8,207
241,18,9,206
242,0,0,241
242,0,1,235
242,0,2,234
242,0,3,228
242,0,4,227
242,0,5,221
242,0,6,220
242,0,7,214
242,0,8,213
242,0,9,207
242,6,0,241
242,6,1,235
242,6,2,234
242,6,3,228
242,6,4,227
242,6,5,221
242,6,6,220
242,6,7,214
242,6,8,213
242,6,9,207
242,12,0,241
242,12,1,235
242,12,2,234
242,12,3,228
242,12,4,227
242,12,5,221
242,12,6,220
242,12,7,214
242,12,8,213
242,12,9,207
242,18,0,241
242,18,1,235
242,18,2,234
242,18,3,228
242,18,4,227
242,18,5,221
242,18,6,220
242,18,7,214
242,18,8,213
242,18,9,207
243,0,0,240
243,0,1,239
243,0,2,238
243,0,3,237
243,0,4,236
243,0,5,233
243,0,6,232
243,0,7,231
243,0,8,230
243,0,9,229
243,6,0,240
243,6,1,239
243,6,2,238
243,6,3,237
243,6,4,236
243,6,5,233
243,6,6,232
243,6,7,231
243,6,8,230
243,6,9,229
243,12,0,240
243,12,1,239
243,12,2,238
243,12,3,237
243,12,4,236
243,12,5,233
243,12,6,232
243,12,7,231
243,12,8,230
243,12,9,229
243,18,0,240
243,18,1,239
243,18,2,238
243,18,3,237
243,18,4,236
243,18,5,233
243,18,6,232
243,18,7,231
243,18,8,230
243,18,9,229
244,0,0,243
244,0,1,240
244,0,2,239
244,0,3,238
244,0,4,237
244,0,5,236
244,0,6,233
244,0,7,232
244,0,8,231
244,0,9,230
244,6,0,243
244,6,1,240
244,6,2,239
244,6,3,238
244,6,4,237
244,6,5,236
244,6,6,233
244,6,7,232
244,6,8,231
244,6,9,230
244,12,0,243
244,12,1,240
244,12,2,239
244,12,3,238
244,12,4,237
244,12,5,236
244,12,6,233
244,12,7,232
244,12,8,231
244,12,9,230
244,18,0,243
244,18,1,240
244,18,2,239
244,18,3,238
244,18,4,237
244,18,5,236
244,18,6,233
244,18,7,232
244,18,8,231
244,18,9,230
245,0,0,244
245,0,1,243
245,0,2,240
245,0,3,239
245,0,4,238
245,0,5,237
245,0,6,236
245,0,7,233
245,0,8,232
245,0,9,231
245,6,0,244
245,6,1,243
245,6,2,240
245,6,3,239
245,6,4,238
245,6,5,237
245,6,6,236
245,6,7,233
245,6,8,232
245,6,9,231
245,12,0,244
245,12,1,243
245,12,2,240
245,12,3,239
245,12,4,238
245,12,5,237
245,12,6,236
245,12,7,233
245,12,8,232
245,12,9,231
245,18,0,244
245,18,1,243
245,18,2,240
245,18,3,239
245,18,4,238
245,18,5,237
245,18,6,236
245,18,7,233
245,18,8,232
245,18,9,231
246,0,0,245
246,0,1,244
246,0,2,243
246,0,3,240
246,0,4,239
246,0,5,238
246,0,6,237
246,0,7,236
246,0,8,233
246,0,9,232
246,6,0,245
246,6,1,244
246,6,2,243
246,6,3,240
246,6,4,239
246,6,5,238
246,6,6,237
246,6,7,236
246,6,8,233
246,6,9,232
246,12,0,245
246,12,1,244
246,12,2,243
246,12,3,240
246,12,4,239
246,12,5,238
246,12,6,237
246,12,7,236
246,12,8,233
246,12,9,232
246,18,0,245
246,18,1,244
246,18,2,243
246,18,3,240
246,18,4,239
246,18,5,238
246,18,6,237
246,18,7,236
246,18,8,233
246,18,9,232
247,0,0,246
247,0,1,245
247,0,2,244
247,0,3,243
247,0,4,240
247,0,5,239
247,0,6,238
247,0,7,237
247,0,8,236
247,0,9,233
247,6,0,246
247,6,1,245
247,6,2,244
247,6,3,243
247,6,4,240
247,6,5,239
247,6,6,238
247,6,7,237
247,6,8,236
247,6,9,233
247,12,0,246
247,12,1,245
247,12,2,244
247,12,3,243
247,12,4,240
247,12,5,239
247,12,6,238
247,12,7,237
247,12,8,236
247,12,9,233
247,18,0,246
247,18,1,245
247,18,2,244
247,18,3,243
247,18,4,240
247,18,5,239
247,18,6,238
247,18,7,237
247,18,8,236
247,18,9,233
248,0,0,242
248,0,1,241
248,0,2,235
248,0,3,234
248,0,4,228
248,0,5,227
248,0,6,221
248,0,7,220
248,0,8,214
248,0,9,213
248,6,0,242
248,6,1,241
248,6,2,235
248,6,3,234
248,6,4,228
248,6,5,227
248,6,6,221
248,6,7,220
248,6,8,214
248,6,9,213
248,12,0,242
248,12,1,241
248,12,2,235
248,12,3,234
248,12,4,228
248,12,5,227
248,12,6,221
248,12,7,220
248,12,8,214
248,12,9,213
248,18,0,242
248,18,1,241
248,18,2,235
248,18,3,234
248,18,4,228
248,18,5,227
248,18,6,221
248,18,7,220
248,18,8,214
248,18,9,213
249,0,0,248
249,0,1,242
249,0,2,241
