date,H24,H48,H24_minus_H48_yuan
2025-09-14,54403.347579805406,50921.656944588816,3481.6906352165897
2025-09-15,46902.60275459275,46628.86890946087,273.7338451318792
2025-09-16,51779.60046056704,50793.299493257844,986.3009673091947
2025-09-17,49503.34501250686,49789.55522176,-286.21020925313496
2025-09-18,50462.00429631096,48371.78687108709,2090.217425223869
2025-09-19,23700.52251824161,24102.50000156769,-401.9774833260781
2025-09-20,19634.509673036526,21280.650822044543,-1646.1411490080172
2025-09-21,52252.00585791919,49775.689945705,2476.315912214188
2025-09-22,52938.34150902835,51938.49151078482,999.8499982435314
2025-09-23,52787.30470816173,51585.55688147902,1201.7478266827165
2025-09-24,52355.84115679092,51550.35160617015,805.4895506207686
2025-09-25,52858.31391142944,52222.48599371901,635.8279177104268
2025-09-26,22514.245197272212,22484.312478198503,29.93271907370945
2025-09-27,21559.806082588042,23422.191916545107,-1862.3858339570652
2025-09-28,57915.71778656535,55496.70542670842,2419.0123598569335
2025-09-29,53202.5947528688,52131.877390311434,1070.7173625573632
2025-09-30,56288.19303793788,55830.54823884039,457.64479909749207
2025-10-01,45427.367207133575,45453.90424345715,-26.537036323577922
2025-10-02,48154.001762998036,47000.952156103405,1153.0496068946304
2025-10-03,18056.149018737287,18625.181523772037,-569.0325050347492
2025-10-04,18788.132473477846,20103.93918237784,-1315.8067088999924
2025-10-05,47515.23249591228,43481.486788066046,4033.745707846232
2025-10-06,50780.707690593306,51045.83995562057,-265.1322650272632
2025-10-07,48385.38857091401,48663.215481566105,-277.82691065209656
2025-10-08,45246.158416329796,45035.393521891034,210.76489443876198
2025-10-09,47215.39143231159,45550.151051166235,1665.240381145355
2025-10-10,18941.09585397822,20228.72498394785,-1287.6291299696313
2025-10-11,19050.576696749507,20572.28749656679,-1521.7107998172833
2025-10-12,50504.63580886646,47925.99145045953,2578.6443584069275
2025-10-13,46884.65780356541,46764.59799235459,120.05981121082004
2025-10-14,48500.628587139996,48937.047926171865,-436.41933903186873
2025-10-15,49810.10609782768,49651.85869120772,158.24740661995747
2025-10-16,50279.013919520214,47728.404791924295,2550.609127595919
2025-10-17,19697.403638149735,20445.203367304923,-747.7997291551874
2025-10-18,18587.037253514256,19481.336471272534,-894.2992177582782
2025-10-19,53759.576353322016,51462.83847086067,2296.737882461348
2025-10-20,52733.00386502503,53635.948295332266,-902.9444303072378
2025-10-21,57444.04600214108,57049.089542059985,394.95646008109907
2025-10-22,51767.19020064366,50880.07898857214,887.1112120715188
2025-10-23,55924.742022842656,53932.453232705346,1992.2887901373106
2025-10-24,19752.067198498866,20341.319750005416,-589.2525515065499
2025-10-25,16749.87925631753,18496.074206064186,-1746.1949497466558
2025-10-26,54191.85754952094,51380.39817277062,2811.4593767503175
2025-10-27,51968.032107518506,51899.424076682335,68.60803083617066
2025-10-28,52734.296201542194,53392.01648904423,-657.7202875020375
2025-10-29,57413.9087828263,57020.092995952116,393.8157868741837
2025-10-30,52720.99326800646,49897.31212585667,2823.6811421497914
2025-10-31,21156.76414070672,23244.043960277526,-2087.2798195708056
2025-11-01,18457.132019069864,18990.92626705336,-533.7942479834965
2025-11-02,57571.34289844078,55161.2819733188,2410.0609251219794
2025-11-03,55869.97405642555,56295.250438165,-425.2763817394516
2025-11-04,55952.8128421917,54761.39608700781,1191.416755183891
2025-11-05,59296.28772015037,60638.354508449054,-1342.0667882986818
2025-11-06,58173.65073308986,55357.46178696295,2816.1889461269093
2025-11-07,20254.822933313033,21086.13554060649,-831.3126072934574
2025-11-08,19271.428750182866,21073.220324853923,-1801.7915746710569
2025-11-09,60189.48220096437,58643.336072055,1546.1461289093713
2025-11-10,62443.9636732071,62621.97514361999,-178.0114704128864
2025-11-11,58776.28041421574,57120.50503480045,1655.7753794152886
2025-11-12,60964.35533285053,60893.05174783522,71.30358501531009
2025-11-13,60971.67535506915,59691.705499676864,1279.9698553922863
2025-11-14,20966.05040390023,22313.708130747083,-1347.6577268468536
2025-11-15,22252.15799333262,23989.180464039568,-1737.0224707069465
2025-11-16,64992.83104713537,62830.293167795855,2162.537879339514
2025-11-17,60120.16827414403,60239.27816688816,-119.10989274412714
2025-11-18,60489.251062843745,59578.157403485944,911.0936593578008
2025-11-19,66155.50846617928,67790.89321540135,-1635.3847492220666
2025-11-20,61041.531079089495,57680.38612330962,3361.144955779877
2025-11-21,23000.43573929894,25452.819831929697,-2452.3840926307566
2025-11-22,22933.764200353868,23290.59713129186,-356.8329309379915
2025-11-23,63783.40551084008,61568.059113329015,2215.3463975110644
2025-11-24,61215.37002216045,60081.38518164377,1133.984840516685
2025-11-25,64693.60759866809,65662.71349461055,-969.1058959424627
2025-11-26,65129.15474184005,64066.638666258325,1062.516075581727
2025-11-27,66233.08197230946,64939.90505155282,1293.1769207566394
2025-11-28,25166.83619687462,26585.679553366354,-1418.8433564917323
2025-11-29,23995.874317006725,25273.802003318404,-1277.9276863116793
2025-11-30,67792.59604869454,65876.5383178876,1916.0577308069333
2025-12-01,81443.97041316367,79861.00721642224,1582.9631967414316
2025-12-02,82940.08123353001,83572.66560313872,-632.5843696087104
2025-12-03,83481.53056419882,82955.51945200267,526.0111121961527
2025-12-04,82801.87495296293,81721.93712861429,1079.9378243486426
2025-12-05,33046.003309598615,35140.27609316694,-2094.2727835683254
2025-12-06,29614.271022202483,30641.22024372331,-1026.9492215208265
