date,policy,t,issue_slot,price_yuan_per_kwh,load_kw,pv_kw,committed_grid_kwh,baseline_grid_kwh,adjustment_grid_kwh,charge_exec_kwh,discharge_exec_kwh,emergency_kwh,surplus_kwh,E_start_kwh,E_end_kwh,emergency_cost_yuan
2025-02-01,H24,42,36,0.8092,3703.2843,615.936,-0.0,720.1452555936286,-720.1452555936286,0.0,514.5580499999999,0.0,0.0,6680.976351851852,6109.245185185186,0.0
2025-02-01,H24,43,36,0.7972,3572.3788,884.9275,444.325875363099,682.6124947014671,-238.2866193383681,0.0,3.582674636900947,0.0,0.0,6109.245185185186,6105.264435588629,0.0
2025-02-01,H24,44,36,0.7644,3477.22,1140.675,512.2842317912946,648.1108842406024,-135.82665244930786,0.0,0.0,0.0,122.86006512462791,6105.264435588629,6105.264435588629,0.0
2025-02-01,H24,45,36,0.6899,3654.0022,1388.0797,466.7686113942828,597.840561082856,-131.07194968857317,0.0,0.0,0.0,89.1148613942828,6105.264435588629,6105.264435588629,0.0
2025-02-01,H24,46,36,0.86,3841.4201,1674.452,0.0,0.0,0.0,0.0,361.16134999999997,0.0,0.0,6105.264435588629,5703.97404669974,0.0
2025-02-01,H24,47,36,1.1617,3803.65,2004.1125,0.0,0.0,0.0,0.0,299.92291666666665,0.0,0.0,5703.97404669974,5370.726361514555,0.0
2025-02-01,H24,48,36,1.1683,3545.4639,2332.1065,0.0,0.0,0.0,0.0,202.22623333333343,0.0,0.0,5370.726361514555,5146.03054669974,0.0
2025-02-01,H24,49,36,1.0956,3411.349,2632.5934,0.0,0.0,0.0,0.0,129.7926,0.0,0.0,5146.03054669974,5001.81654669974,0.0
2025-02-01,H24,50,36,1.0849,3445.37,2927.6625,0.0,0.0,0.0,0.0,86.28458333333327,0.0,0.0,5001.81654669974,4905.9447874404805,0.0
2025-02-01,H24,51,36,1.061,3467.1139,3251.299,0.0,0.0,0.0,0.0,35.96915000000001,0.0,0.0,4905.9447874404805,4865.979065218258,0.0
2025-02-01,H24,52,36,1.043,3894.4802,3519.7566,0.0,0.0,0.0,0.0,62.45393333333334,0.0,0.0,4865.979065218258,4796.585805958999,0.0
2025-02-01,H24,53,36,1.036,4422.76,3731.7,0.0,0.0,0.0,0.0,115.17666666666673,0.0,0.0,4796.585805958999,4668.611731884925,0.0
2025-02-01,H24,54,36,1.0147,4267.5205,3992.5758,0.0,0.0,0.0,0.0,45.824116666666555,0.0,0.0,4668.611731884925,4617.69604669974,0.0
